EmployeeNumber,Age,Attrition,DistanceFromHome,Gender,MaritalStatus,BT_ID,E_ID,EmployeeFinances_ID,D_ID,JR_ID,Experience_ID,Assessment_ID
1392,41,No,22,Female,Divorced,BT003,E003,EF0989,D002,JR011,E0989,A0989
1394,37,No,4,Male,Married,BT002,E001,EF0990,D002,JR002,E0990,A0990
1395,33,No,5,Male,Married,BT003,E001,EF0991,D003,JR010,E0991,A0991
1396,32,No,2,Male,Married,BT002,E001,EF0992,D003,JR010,E0992,A0992
1397,39,No,25,Male,Married,BT001,E002,EF0993,D002,JR023,E0993,A0993
1399,25,No,18,Male,Married,BT002,E001,EF0994,D003,JR010,E0994,A0994
1401,52,No,28,Female,Married,BT003,E002,EF0995,D002,JR031,E0995,A0995
1402,43,No,6,Female,Single,BT002,E003,EF0996,D002,JR011,E0996,A0996
1403,27,No,10,Female,Married,BT002,E003,EF0997,D003,JR010,E0997,A0997
1405,27,Yes,17,Female,Single,BT002,E004,EF0998,D002,JR002,E0998,A0998
1407,26,No,2,Male,Single,BT002,E001,EF0999,D002,JR002,E0999,A0999
1408,42,No,10,Female,Married,BT002,E003,EF1000,D001,JR033,E1000,A1000
1409,52,No,8,Female,Married,BT002,E004,EF1001,D002,JR003,E1001,A1001
1411,37,No,11,Female,Single,BT002,E003,EF1002,D002,JR003,E1002,A1002
1412,35,No,18,Male,Single,BT003,E002,EF1003,D002,JR022,E1003,A1003
1415,25,No,1,Male,Married,BT002,E003,EF1004,D002,JR003,E1004,A1004
1417,26,No,7,Male,Single,BT002,E003,EF1005,D002,JR003,E1005,A1005
1419,29,No,17,Male,Single,BT002,E003,EF1006,D001,JR026,E1006,A1006
1420,49,Yes,28,Male,Single,BT003,E002,EF1007,D002,JR012,E1007,A1007
1421,29,Yes,14,Female,Single,BT003,E001,EF1008,D002,JR023,E1008,A1008
1422,54,No,1,Female,Single,BT002,E003,EF1009,D002,JR036,E1009,A1009
1423,58,No,1,Female,Married,BT002,E003,EF1010,D002,JR045,E1010,A1010
1424,55,No,1,Male,Divorced,BT002,E004,EF1011,D002,JR036,E1011,A1011
1425,36,No,3,Female,Single,BT002,E004,EF1012,D003,JR010,E1012,A1012
1427,31,Yes,1,Female,Single,BT003,E004,EF1013,D003,JR007,E1013,A1013
1428,30,No,7,Female,Divorced,BT002,E004,EF1014,D003,JR010,E1014,A1014
1430,31,No,8,Female,Single,BT002,E005,EF1015,D002,JR036,E1015,A1015
1431,34,No,1,Male,Divorced,BT003,E004,EF1016,D002,JR002,E1016,A1016
1433,31,Yes,8,Female,Single,BT002,E003,EF1017,D002,JR002,E1017,A1017
1434,27,No,11,Male,Married,BT002,E001,EF1018,D002,JR003,E1018,A1018
1435,36,No,4,Male,Single,BT002,E004,EF1019,D002,JR012,E1019,A1019
1436,36,No,16,Female,Married,BT002,E004,EF1020,D003,JR010,E1020,A1020
1438,47,No,1,Male,Married,BT002,E003,EF1021,D002,JR002,E1021,A1021
1439,25,Yes,9,Male,Married,BT002,E002,EF1022,D003,JR007,E1022,A1022
1440,37,No,5,Male,Single,BT001,E002,EF1023,D002,JR003,E1023,A1023
1441,56,No,1,Female,Married,BT002,E002,EF1024,D002,JR002,E1024,A1024
1443,47,No,2,Female,Married,BT002,E004,EF1025,D002,JR036,E1025,A1025
1445,24,No,4,Female,Married,BT002,E001,EF1026,D003,JR010,E1026,A1026
1446,32,No,7,Male,Married,BT002,E005,EF1027,D003,JR010,E1027,A1027
1447,34,No,1,Female,Married,BT002,E003,EF1028,D002,JR003,E1028,A1028
1448,41,No,5,Male,Married,BT002,E005,EF1029,D002,JR002,E1029,A1029
1449,40,No,9,Male,Divorced,BT001,E004,EF1030,D002,JR012,E1030,A1030
1453,31,No,8,Male,Divorced,BT002,E002,EF1031,D003,JR019,E1031,A1031
1457,46,Yes,9,Male,Divorced,BT002,E003,EF1032,D003,JR019,E1032,A1032
1458,39,Yes,2,Female,Single,BT001,E003,EF1033,D002,JR003,E1033,A1033
1459,31,Yes,1,Female,Single,BT003,E005,EF1034,D002,JR022,E1034,A1034
1460,45,No,20,Male,Divorced,BT002,E003,EF1035,D002,JR023,E1035,A1035
1461,31,No,8,Female,Single,BT002,E002,EF1036,D001,JR008,E1036,A1036
1464,31,Yes,2,Male,Married,BT003,E003,EF1037,D002,JR003,E1037,A1037
1465,45,No,29,Male,Married,BT002,E003,EF1038,D002,JR022,E1038,A1038
1466,48,No,7,Male,Divorced,BT002,E003,EF1039,D003,JR010,E1039,A1039
1467,34,Yes,9,Female,Married,BT002,E004,EF1040,D001,JR008,E1040,A1040
1468,40,No,8,Male,Divorced,BT001,E001,EF1041,D002,JR027,E1041,A1041
1469,28,No,5,Male,Single,BT002,E003,EF1042,D003,JR010,E1042,A1042
1471,44,No,5,Male,Single,BT001,E003,EF1043,D002,JR003,E1043,A1043
1472,53,No,2,Male,Single,BT002,E003,EF1044,D002,JR036,E1044,A1044
1473,49,No,5,Male,Married,BT002,E004,EF1045,D002,JR014,E1045,A1045
1474,40,No,2,Male,Divorced,BT002,E003,EF1046,D002,JR002,E1046,A1046
1475,44,No,20,Male,Single,BT002,E003,EF1047,D002,JR002,E1047,A1047
1477,33,No,7,Male,Married,BT003,E003,EF1048,D003,JR010,E1048,A1048
1478,34,No,3,Male,Single,BT002,E003,EF1049,D003,JR010,E1049,A1049
1479,30,No,16,Male,Married,BT002,E001,EF1050,D003,JR010,E1050,A1050
1480,42,No,9,Female,Single,BT003,E002,EF1051,D002,JR003,E1051,A1051
1481,44,No,1,Female,Married,BT003,E005,EF1052,D003,JR010,E1052,A1052
1482,30,No,7,Male,Divorced,BT001,E003,EF1053,D002,JR002,E1053,A1053
1483,57,No,1,Male,Married,BT002,E002,EF1054,D002,JR011,E1054,A1054
1484,49,No,7,Male,Divorced,BT002,E004,EF1055,D002,JR023,E1055,A1055
1485,34,No,15,Male,Divorced,BT003,E003,EF1056,D002,JR036,E1056,A1056
1486,28,Yes,1,Male,Married,BT003,E003,EF1057,D003,JR007,E1057,A1057
1487,29,Yes,13,Female,Single,BT003,E003,EF1058,D003,JR010,E1058,A1058
1489,34,Yes,24,Female,Single,BT002,E004,EF1059,D003,JR010,E1059,A1059
1492,35,No,7,Male,Married,BT002,E001,EF1060,D003,JR007,E1060,A1060
1494,24,Yes,9,Male,Single,BT003,E003,EF1061,D002,JR003,E1061,A1061
1495,24,No,13,Female,Married,BT001,E002,EF1062,D003,JR007,E1062,A1062
1496,44,No,2,Male,Single,BT003,E001,EF1063,D002,JR022,E1063,A1063
1497,29,No,19,Male,Divorced,BT002,E003,EF1064,D003,JR010,E1064,A1064
1499,30,No,1,Male,Divorced,BT002,E003,EF1065,D001,JR008,E1065,A1065
1501,55,No,4,Male,Married,BT002,E004,EF1066,D002,JR014,E1066,A1066
1502,33,No,4,Female,Married,BT002,E004,EF1067,D002,JR003,E1067,A1067
1503,47,No,14,Female,Married,BT002,E003,EF1068,D003,JR010,E1068,A1068
1504,28,Yes,2,Male,Single,BT003,E002,EF1069,D002,JR003,E1069,A1069
1506,28,No,1,Male,Divorced,BT002,E003,EF1070,D002,JR002,E1070,A1070
1507,28,No,7,Male,Single,BT003,E003,EF1071,D003,JR010,E1071,A1071
1509,49,No,3,Female,Married,BT002,E002,EF1072,D002,JR012,E1072,A1072
1513,29,No,2,Female,Married,BT003,E001,EF1073,D002,JR003,E1073,A1073
1514,28,No,29,Male,Married,BT002,E001,EF1074,D002,JR013,E1074,A1074
1515,33,No,8,Male,Single,BT002,E005,EF1075,D002,JR014,E1075,A1075
1516,32,No,10,Male,Single,BT002,E003,EF1076,D002,JR024,E1076,A1076
1520,54,No,11,Female,Divorced,BT003,E004,EF1077,D002,JR033,E1077,A1077
1522,29,Yes,1,Male,Single,BT002,E004,EF1078,D002,JR002,E1078,A1078
1523,44,No,28,Male,Married,BT002,E003,EF1079,D002,JR036,E1079,A1079
1525,39,No,6,Female,Single,BT002,E003,EF1080,D002,JR022,E1080,A1080
1527,46,No,3,Female,Married,BT002,E003,EF1081,D003,JR033,E1081,A1081
1529,35,No,16,Female,Single,BT002,E003,EF1082,D002,JR023,E1082,A1082
1533,23,No,20,Male,Single,BT002,E001,EF1083,D002,JR012,E1083,A1083
1534,40,Yes,9,Male,Single,BT002,E004,EF1084,D002,JR003,E1084,A1084
1535,34,No,1,Male,Married,BT002,E003,EF1085,D003,JR019,E1085,A1085
1537,31,Yes,3,Female,Single,BT003,E003,EF1086,D002,JR002,E1086,A1086
1539,50,No,22,Male,Single,BT003,E005,EF1087,D002,JR036,E1087,A1087
1541,34,No,7,Male,Married,BT002,E002,EF1088,D003,JR007,E1088,A1088
1542,42,No,2,Male,Married,BT002,E003,EF1089,D002,JR003,E1089,A1089
1543,37,No,13,Male,Married,BT002,E003,EF1090,D002,JR011,E1090,A1090
1544,29,No,8,Female,Married,BT002,E001,EF1091,D002,JR014,E1091,A1091
1545,33,No,25,Male,Single,BT002,E003,EF1092,D002,JR013,E1092,A1092
1546,45,No,28,Male,Married,BT002,E003,EF1093,D002,JR002,E1093,A1093
1547,42,No,2,Male,Married,BT003,E003,EF1094,D002,JR023,E1094,A1094
1548,40,No,9,Male,Married,BT002,E002,EF1095,D003,JR010,E1095,A1095
1549,33,No,28,Male,Married,BT002,E004,EF1096,D002,JR012,E1096,A1096
1550,40,No,6,Male,Single,BT002,E002,EF1097,D001,JR033,E1097,A1097
1551,24,No,21,Male,Divorced,BT002,E002,EF1098,D002,JR003,E1098,A1098
1552,40,No,8,Male,Divorced,BT001,E002,EF1099,D002,JR014,E1099,A1099
1553,45,No,1,Male,Divorced,BT002,E004,EF1100,D002,JR023,E1100,A1100
1554,35,No,28,Female,Married,BT002,E004,EF1101,D003,JR007,E1101,A1101
1555,32,No,5,Female,Married,BT002,E002,EF1102,D002,JR011,E1102,A1102
1556,36,No,2,Male,Single,BT002,E004,EF1103,D003,JR007,E1103,A1103
1557,48,No,16,Female,Divorced,BT002,E004,EF1104,D003,JR010,E1104,A1104
1558,29,No,9,Male,Married,BT002,E003,EF1105,D002,JR002,E1105,A1105
1560,33,No,8,Male,Married,BT002,E004,EF1106,D003,JR010,E1106,A1106
1562,30,Yes,1,Male,Married,BT002,E003,EF1107,D003,JR010,E1107,A1107
1563,38,No,10,Male,Married,BT003,E004,EF1108,D001,JR017,E1108,A1108
1564,35,No,1,Male,Single,BT002,E003,EF1109,D002,JR003,E1109,A1109
1568,30,No,29,Male,Married,BT002,E004,EF1110,D003,JR019,E1110,A1110
1569,35,Yes,2,Female,Divorced,BT002,E003,EF1111,D002,JR003,E1111,A1111
1572,53,Yes,2,Female,Married,BT002,E005,EF1112,D002,JR022,E1112,A1112
1573,38,Yes,2,Male,Married,BT002,E003,EF1113,D002,JR013,E1113,A1113
1574,32,No,1,Male,Married,BT001,E004,EF1114,D002,JR011,E1114,A1114
1576,48,No,15,Female,Married,BT002,E004,EF1115,D002,JR002,E1115,A1115
1577,34,No,7,Male,Single,BT002,E004,EF1116,D002,JR002,E1116,A1116
1578,55,No,26,Male,Married,BT002,E005,EF1117,D003,JR042,E1117,A1117
1580,34,No,1,Male,Married,BT002,E004,EF1118,D002,JR011,E1118,A1118
1581,26,No,3,Female,Married,BT002,E003,EF1119,D002,JR002,E1119,A1119
1582,38,No,14,Male,Married,BT002,E003,EF1120,D003,JR010,E1120,A1120
1583,38,No,16,Female,Single,BT002,E003,EF1121,D003,JR010,E1121,A1121
1585,36,No,1,Female,Single,BT002,E004,EF1122,D003,JR010,E1122,A1122
1586,29,No,3,Male,Single,BT002,E001,EF1123,D002,JR003,E1123,A1123
1587,35,No,10,Female,Single,BT002,E004,EF1124,D002,JR014,E1124,A1124
1588,39,No,6,Male,Married,BT002,E003,EF1125,D003,JR019,E1125,A1125
1590,29,No,2,Male,Divorced,BT003,E001,EF1126,D002,JR014,E1126,A1126
1591,50,No,9,Male,Married,BT002,E003,EF1127,D003,JR042,E1127,A1127
1592,23,No,10,Male,Married,BT002,E003,EF1128,D002,JR002,E1128,A1128
1594,36,No,6,Male,Married,BT003,E004,EF1129,D002,JR012,E1129,A1129
1595,42,No,9,Male,Single,BT002,E002,EF1130,D002,JR042,E1130,A1130
1596,35,No,28,Male,Married,BT002,E003,EF1131,D002,JR012,E1131,A1131
1597,34,No,10,Male,Married,BT003,E004,EF1132,D002,JR014,E1132,A1132
1598,40,No,14,Female,Married,BT002,E002,EF1133,D003,JR010,E1133,A1133
1599,43,No,27,Male,Divorced,BT002,E003,EF1134,D002,JR003,E1134,A1134
1601,35,No,7,Male,Married,BT002,E002,EF1135,D002,JR003,E1135,A1135
1602,46,No,1,Male,Single,BT002,E004,EF1136,D003,JR033,E1136,A1136
1604,28,Yes,24,Male,Married,BT002,E003,EF1137,D002,JR003,E1137,A1137
1605,22,No,26,Female,Married,BT001,E002,EF1138,D002,JR002,E1138,A1138
1606,50,No,20,Male,Married,BT003,E005,EF1139,D002,JR032,E1139,A1139
1607,32,No,5,Female,Married,BT002,E004,EF1140,D002,JR002,E1140,A1140
1608,44,No,7,Female,Divorced,BT002,E003,EF1141,D002,JR045,E1141,A1141
1609,30,No,7,Male,Married,BT002,E003,EF1142,D002,JR002,E1142,A1142
1611,45,No,5,Female,Single,BT002,E005,EF1143,D002,JR012,E1143,A1143
1612,45,No,26,Male,Married,BT001,E003,EF1144,D003,JR010,E1144,A1144
1613,31,No,2,Male,Single,BT003,E004,EF1145,D003,JR010,E1145,A1145
1614,36,No,12,Female,Married,BT002,E004,EF1146,D002,JR013,E1146,A1146
1615,34,No,10,Male,Divorced,BT003,E004,EF1147,D002,JR013,E1147,A1147
1617,49,No,25,Female,Married,BT002,E004,EF1148,D002,JR003,E1148,A1148
1618,39,No,10,Male,Married,BT002,E005,EF1149,D002,JR013,E1149,A1149
1619,27,No,19,Male,Divorced,BT002,E003,EF1150,D002,JR003,E1150,A1150
1621,35,No,18,Male,Married,BT002,E005,EF1151,D002,JR011,E1151,A1151
1622,28,No,27,Female,Divorced,BT002,E003,EF1152,D002,JR013,E1152,A1152
1623,21,No,5,Male,Single,BT002,E001,EF1153,D002,JR002,E1153,A1153
1624,18,Yes,3,Female,Single,BT003,E002,EF1154,D003,JR007,E1154,A1154
1625,47,No,26,Female,Married,BT002,E004,EF1155,D001,JR042,E1155,A1155
1627,39,No,3,Male,Divorced,BT002,E002,EF1156,D002,JR012,E1156,A1156
1628,40,No,15,Female,Married,BT002,E003,EF1157,D002,JR022,E1157,A1157
1630,35,No,8,Female,Married,BT001,E004,EF1158,D002,JR014,E1158,A1158
1631,37,No,19,Male,Married,BT002,E003,EF1159,D002,JR013,E1159,A1159
1633,39,No,4,Female,Single,BT003,E003,EF1160,D002,JR013,E1160,A1160
1635,45,No,2,Female,Divorced,BT002,E002,EF1161,D002,JR013,E1161,A1161
1638,38,No,2,Female,Married,BT002,E002,EF1162,D002,JR022,E1162,A1162
1639,35,Yes,10,Male,Married,BT002,E003,EF1163,D003,JR019,E1163,A1163
1640,37,No,10,Female,Married,BT002,E003,EF1164,D002,JR002,E1164,A1164
1641,40,No,16,Female,Single,BT002,E003,EF1165,D002,JR022,E1165,A1165
1642,44,No,1,Male,Married,BT003,E005,EF1166,D001,JR017,E1166,A1166
1644,48,No,4,Male,Married,BT003,E005,EF1167,D002,JR033,E1167,A1167
1645,35,Yes,15,Male,Divorced,BT002,E002,EF1168,D003,JR010,E1168,A1168
1646,24,No,2,Female,Single,BT003,E001,EF1169,D002,JR002,E1169,A1169
1647,27,No,8,Female,Married,BT002,E003,EF1170,D002,JR002,E1170,A1170
1648,27,No,2,Male,Single,BT003,E003,EF1171,D002,JR002,E1171,A1171
1649,40,Yes,7,Male,Single,BT002,E003,EF1172,D002,JR003,E1172,A1172
1650,29,No,10,Male,Single,BT002,E003,EF1173,D003,JR010,E1173,A1173
1651,36,No,5,Female,Married,BT002,E004,EF1174,D002,JR023,E1174,A1174
1653,25,No,2,Male,Divorced,BT003,E001,EF1175,D002,JR013,E1175,A1175
1654,39,No,12,Male,Married,BT002,E003,EF1176,D002,JR013,E1176,A1176
1655,49,No,22,Female,Married,BT002,E004,EF1177,D002,JR036,E1177,A1177
1656,50,No,17,Female,Divorced,BT002,E005,EF1178,D002,JR027,E1178,A1178
1657,20,No,2,Female,Single,BT002,E003,EF1179,D003,JR007,E1179,A1179
1658,34,No,3,Female,Divorced,BT002,E003,EF1180,D002,JR011,E1180,A1180
1659,36,No,7,Male,Single,BT002,E003,EF1181,D002,JR003,E1181,A1181
1661,49,No,6,Female,Married,BT002,E001,EF1182,D002,JR032,E1182,A1182
1662,36,No,1,Female,Married,BT001,E004,EF1183,D002,JR013,E1183,A1183
1664,36,No,3,Male,Divorced,BT002,E002,EF1184,D002,JR014,E1184,A1184
1665,54,No,22,Female,Married,BT002,E005,EF1185,D002,JR033,E1185,A1185
1666,43,No,15,Male,Married,BT002,E002,EF1186,D002,JR036,E1186,A1186
1667,35,Yes,12,Male,Single,BT003,E004,EF1187,D003,JR010,E1187,A1187
1668,38,No,1,Male,Married,BT003,E003,EF1188,D002,JR011,E1188,A1188
1669,29,No,5,Male,Divorced,BT002,E003,EF1189,D003,JR010,E1189,A1189
1670,33,No,2,Male,Divorced,BT002,E004,EF1190,D003,JR010,E1190,A1190
1671,32,No,2,Male,Divorced,BT002,E003,EF1191,D002,JR011,E1191,A1191
1673,31,No,5,Female,Married,BT002,E004,EF1192,D003,JR010,E1192,A1192
1674,49,No,16,Female,Divorced,BT002,E003,EF1193,D002,JR003,E1193,A1193
1675,38,No,2,Female,Single,BT003,E003,EF1194,D002,JR003,E1194,A1194
1676,47,No,2,Female,Divorced,BT002,E004,EF1195,D003,JR033,E1195,A1195
1677,49,No,1,Male,Single,BT002,E003,EF1196,D002,JR033,E1196,A1196
1678,41,No,23,Male,Single,BT002,E002,EF1197,D003,JR019,E1197,A1197
1680,20,No,9,Male,Single,BT002,E001,EF1198,D003,JR007,E1198,A1198
1681,33,No,16,Female,Divorced,BT001,E003,EF1199,D003,JR010,E1199,A1199
1682,36,No,26,Male,Married,BT002,E004,EF1200,D002,JR014,E1200,A1200
1683,44,No,1,Female,Divorced,BT002,E003,EF1201,D001,JR008,E1201,A1201
1684,23,Yes,8,Male,Single,BT002,E001,EF1202,D002,JR003,E1202,A1202
1687,38,No,4,Female,Married,BT002,E002,EF1203,D002,JR003,E1203,A1203
1689,53,No,24,Male,Married,BT002,E004,EF1204,D002,JR023,E1204,A1204
1691,48,Yes,7,Female,Married,BT003,E002,EF1205,D003,JR007,E1205,A1205
1692,32,Yes,2,Male,Single,BT002,E004,EF1206,D002,JR003,E1206,A1206
1693,26,No,7,Male,Single,BT001,E003,EF1207,D002,JR003,E1207,A1207
1694,55,No,22,Male,Divorced,BT002,E003,EF1208,D002,JR002,E1208,A1208
1696,34,No,5,Male,Married,BT002,E002,EF1209,D002,JR012,E1209,A1209
1697,60,No,1,Male,Divorced,BT002,E004,EF1210,D002,JR023,E1210,A1210
1698,33,No,21,Male,Married,BT002,E003,EF1211,D002,JR003,E1211,A1211
1700,37,No,1,Male,Divorced,BT003,E004,EF1212,D003,JR010,E1212,A1212
1701,34,No,19,Female,Married,BT002,E003,EF1213,D002,JR002,E1213,A1213
1702,23,Yes,7,Male,Divorced,BT002,E003,EF1214,D003,JR007,E1214,A1214
1703,44,No,2,Female,Married,BT002,E003,EF1215,D002,JR023,E1215,A1215
1704,35,No,2,Male,Single,BT003,E004,EF1216,D002,JR002,E1216,A1216
1706,43,No,2,Male,Married,BT002,E003,EF1217,D003,JR010,E1217,A1217
1707,24,No,9,Male,Married,BT002,E003,EF1218,D002,JR002,E1218,A1218
1708,41,No,6,Male,Single,BT002,E003,EF1219,D003,JR019,E1219,A1219
1709,29,No,9,Female,Married,BT002,E004,EF1220,D002,JR003,E1220,A1220
1710,36,No,2,Female,Single,BT002,E004,EF1221,D003,JR016,E1221,A1221
1712,45,No,1,Male,Married,BT001,E001,EF1222,D002,JR023,E1222,A1222
1714,24,Yes,22,Male,Married,BT002,E001,EF1223,D001,JR008,E1223,A1223
1716,47,Yes,9,Male,Married,BT003,E003,EF1224,D003,JR028,E1224,A1224
1718,26,No,17,Male,Married,BT002,E004,EF1225,D002,JR003,E1225,A1225
1719,45,No,28,Female,Single,BT002,E002,EF1226,D002,JR036,E1226,A1226
1720,32,No,10,Male,Married,BT003,E003,EF1227,D002,JR002,E1227,A1227
1721,31,No,2,Male,Married,BT002,E004,EF1228,D002,JR003,E1228,A1228
1722,41,No,4,Male,Married,BT001,E003,EF1229,D001,JR017,E1229,A1229
1724,40,No,8,Female,Married,BT002,E002,EF1230,D002,JR013,E1230,A1230
1725,24,No,29,Male,Divorced,BT002,E001,EF1231,D002,JR003,E1231,A1231
1727,46,No,13,Male,Single,BT002,E004,EF1232,D002,JR014,E1232,A1232
1728,35,No,27,Male,Married,BT002,E004,EF1233,D002,JR013,E1233,A1233
1729,30,No,16,Male,Married,BT002,E001,EF1234,D002,JR002,E1234,A1234
1731,47,No,2,Male,Married,BT001,E004,EF1235,D003,JR010,E1235,A1235
1732,46,No,2,Male,Divorced,BT002,E003,EF1236,D003,JR019,E1236,A1236
1733,36,Yes,13,Male,Divorced,BT002,E005,EF1237,D003,JR010,E1237,A1237
1734,32,Yes,1,Male,Single,BT002,E002,EF1238,D003,JR010,E1238,A1238
1735,23,No,4,Female,Single,BT002,E001,EF1239,D002,JR003,E1239,A1239
1736,31,No,24,Female,Single,BT003,E001,EF1240,D002,JR013,E1240,A1240
1737,39,No,1,Male,Married,BT001,E003,EF1241,D002,JR012,E1241,A1241
1739,32,No,19,Male,Married,BT002,E003,EF1242,D003,JR019,E1242,A1242
1740,40,No,7,Male,Single,BT002,E004,EF1243,D003,JR042,E1243,A1243
1744,45,No,4,Female,Married,BT002,E003,EF1244,D001,JR026,E1244,A1244
1745,30,No,2,Female,Single,BT003,E004,EF1245,D002,JR002,E1245,A1245
1746,24,No,10,Male,Married,BT003,E003,EF1246,D001,JR008,E1246,A1246
1747,30,Yes,8,Female,Divorced,BT003,E003,EF1247,D001,JR008,E1247,A1247
1749,31,No,5,Male,Married,BT002,E003,EF1248,D003,JR010,E1248,A1248
1751,27,No,8,Female,Single,BT002,E003,EF1249,D002,JR002,E1249,A1249
1752,29,Yes,9,Female,Single,BT002,E003,EF1250,D003,JR007,E1250,A1250
1753,29,No,1,Male,Single,BT003,E003,EF1251,D002,JR014,E1251,A1251
1754,30,No,15,Male,Divorced,BT002,E002,EF1252,D003,JR019,E1252,A1252
1755,34,No,2,Male,Married,BT002,E004,EF1253,D002,JR002,E1253,A1253
1756,33,No,2,Female,Single,BT001,E003,EF1254,D003,JR010,E1254,A1254
1757,49,No,11,Female,Single,BT002,E004,EF1255,D003,JR010,E1255,A1255
1758,33,Yes,16,Female,Single,BT002,E003,EF1256,D003,JR019,E1256,A1256
1760,38,No,2,Female,Married,BT003,E002,EF1257,D002,JR003,E1257,A1257
1761,31,Yes,16,Male,Married,BT002,E004,EF1258,D003,JR019,E1258,A1258
1762,29,No,4,Female,Divorced,BT002,E003,EF1259,D002,JR002,E1259,A1259
1763,30,No,16,Male,Married,BT002,E003,EF1260,D002,JR014,E1260,A1260
1764,32,No,5,Male,Single,BT001,E004,EF1261,D002,JR002,E1261,A1261
1766,38,No,18,Male,Married,BT002,E003,EF1262,D002,JR014,E1262,A1262
1767,43,Yes,17,Male,Married,BT003,E003,EF1263,D002,JR002,E1263,A1263
1768,42,No,12,Male,Divorced,BT002,E003,EF1264,D002,JR003,E1264,A1264
1770,55,No,2,Male,Married,BT002,E003,EF1265,D002,JR045,E1265,A1265
1771,33,No,4,Male,Divorced,BT001,E003,EF1266,D002,JR011,E1266,A1266
1772,41,No,9,Male,Divorced,BT002,E004,EF1267,D002,JR003,E1267,A1267
1774,34,No,10,Male,Divorced,BT001,E003,EF1268,D003,JR010,E1268,A1268
1775,53,No,1,Female,Married,BT001,E004,EF1269,D002,JR031,E1269,A1269
1778,43,No,2,Male,Single,BT002,E003,EF1270,D001,JR008,E1270,A1270
1779,34,No,3,Female,Single,BT002,E002,EF1271,D003,JR010,E1271,A1271
1780,21,Yes,7,Male,Single,BT002,E001,EF1272,D003,JR007,E1272,A1272
1782,38,No,6,Female,Married,BT002,E002,EF1273,D002,JR003,E1273,A1273
1783,22,Yes,8,Female,Married,BT002,E001,EF1274,D002,JR003,E1274,A1274
1784,31,No,29,Female,Married,BT002,E004,EF1275,D003,JR010,E1275,A1275
1786,51,No,3,Female,Married,BT002,E003,EF1276,D002,JR024,E1276,A1276
1787,37,No,9,Male,Married,BT002,E002,EF1277,D003,JR010,E1277,A1277
1789,46,No,2,Male,Divorced,BT002,E004,EF1278,D002,JR045,E1278,A1278
1790,36,No,10,Male,Married,BT002,E003,EF1279,D002,JR023,E1279,A1279
1792,44,Yes,1,Male,Divorced,BT003,E002,EF1280,D002,JR002,E1280,A1280
1794,37,No,8,Male,Divorced,BT002,E002,EF1281,D001,JR017,E1281,A1281
1797,35,Yes,27,Male,Single,BT002,E003,EF1282,D003,JR010,E1282,A1282
1798,33,No,8,Male,Married,BT002,E004,EF1283,D002,JR002,E1283,A1283
1799,28,No,1,Male,Married,BT002,E003,EF1284,D002,JR002,E1284,A1284
1800,39,No,10,Male,Single,BT002,E001,EF1285,D002,JR027,E1285,A1285
1801,46,No,26,Male,Single,BT001,E002,EF1286,D003,JR010,E1286,A1286
1802,40,No,2,Female,Married,BT002,E002,EF1287,D002,JR003,E1287,A1287
1803,42,No,13,Male,Married,BT002,E003,EF1288,D002,JR014,E1288,A1288
1804,35,No,2,Male,Divorced,BT001,E002,EF1289,D002,JR013,E1289,A1289
1805,38,No,2,Male,Divorced,BT001,E003,EF1290,D001,JR008,E1290,A1290
1807,34,Yes,9,Male,Married,BT003,E004,EF1291,D002,JR012,E1291,A1291
1809,37,Yes,10,Male,Single,BT002,E004,EF1292,D002,JR013,E1292,A1292
1812,39,No,20,Male,Divorced,BT003,E003,EF1293,D003,JR010,E1293,A1293
1813,43,No,9,Male,Single,BT001,E003,EF1294,D002,JR002,E1294,A1294
1814,41,No,5,Male,Single,BT002,E003,EF1295,D002,JR014,E1295,A1295
1815,41,No,4,Female,Divorced,BT002,E001,EF1296,D003,JR019,E1296,A1296
1816,30,No,10,Female,Single,BT002,E003,EF1297,D002,JR022,E1297,A1297
1818,26,Yes,20,Female,Married,BT002,E002,EF1298,D001,JR008,E1298,A1298
1821,46,Yes,21,Female,Married,BT002,E002,EF1299,D002,JR014,E1299,A1299
1822,40,No,1,Female,Divorced,BT002,E003,EF1300,D002,JR014,E1300,A1300
1823,34,No,8,Male,Married,BT002,E002,EF1301,D003,JR010,E1301,A1301
1824,58,No,2,Male,Divorced,BT001,E003,EF1302,D003,JR033,E1302,A1302
1826,35,No,23,Male,Married,BT002,E004,EF1303,D002,JR003,E1303,A1303
1827,47,No,4,Female,Divorced,BT002,E003,EF1304,D002,JR022,E1304,A1304
1829,40,No,12,Female,Divorced,BT002,E003,EF1305,D002,JR014,E1305,A1305
1830,54,No,7,Female,Married,BT002,E004,EF1306,D002,JR011,E1306,A1306
1833,31,No,7,Female,Married,BT003,E004,EF1307,D003,JR019,E1307,A1307
1834,28,No,1,Female,Married,BT002,E003,EF1308,D002,JR002,E1308,A1308
1835,38,No,2,Female,Married,BT002,E004,EF1309,D003,JR016,E1309,A1309
1836,26,No,10,Male,Single,BT002,E003,EF1310,D003,JR010,E1310,A1310
1837,58,No,15,Male,Married,BT003,E004,EF1311,D002,JR036,E1311,A1311
1839,18,No,14,Female,Single,BT001,E003,EF1312,D002,JR002,E1312,A1312
1842,31,Yes,18,Male,Married,BT002,E005,EF1313,D001,JR008,E1313,A1313
